name,jurisdiction,jurisdictionType,entityType,status,statusDescription,birthyear,birthmonth,birthday,deathyear,deathmonth,deathday,zipcode
EAGLE LUCK LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2006,12,11,NONE,NONE,NONE,10020
APT HOLDING WORLDWIDE INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2006,12,13,2011,07,27,10001
MINT DIGITAL LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2006,12,14,2011,01,24,10013
VINEYARD OPPORTUNITIES OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2006,12,20,NONE,NONE,NONE,10011
BCP V CO-INVESTORS (CAYMAN) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2006,12,21,NONE,NONE,NONE,10154
BASE INTERNACIONAL CASA DE BOLSA S.A. DE C.V.,MEXICO,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2006,12,26,2011,07,27,10001
TOKIWA CORPORATION,JAPAN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2006,12,28,NONE,NONE,NONE,10022
AEROVIAS DEL CONTINENTE AMERICANO AVIANCA S.A.,COLOMBIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2006,12,29,NONE,NONE,NONE,10168
ANCHORAGE SHORT CREDIT OFFSHORE MASTER FUND II L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,01,03,2007,12,17,10012
ANCHORAGE SHORT CREDIT INTERMEDIATE FUND II L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,01,03,2007,12,17,10012
GOLDMAN SACHS WLR OPPORTUNITIES FUND OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,01,04,NONE,NONE,NONE,10005
THE ALGODON-RECOLETA S.R.L.,ARGENTINA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,01,04,NONE,NONE,NONE,10010
EASTERN STAR INVESTMENTS S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,05,2011,07,27,10017
GS WLR OPPORTUNITIES ADVISORS OFFSHORE INC.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,08,2011,07,27,10005
XINHUA WINSHARE NORTH AMERICA MEDIA INC.,CHINA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,01,11,NONE,NONE,NONE,11355
DRAKE MANAGEMENT (ASIA) LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,01,11,NONE,NONE,NONE,10021
AG ASIA REALTY HOLDINGS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,01,18,NONE,NONE,NONE,10011
IT DISTRIBUZIONE S.R.L.,ITALY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,01,18,NONE,NONE,NONE,10005
NUOVA ANDREA FASHION S.P.A.,ITALY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,01,18,NONE,NONE,NONE,10005
RUSCHEMMETAL,RUSSIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,19,2011,07,27,10006
JBA TRANSPORT & LOGISTICS INC.,PUERTO RICO,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,19,2011,07,27,11417
C & MERCHANT MARINE CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,22,2011,07,27,10123
CH SERVICES INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,05,25,NONE,NONE,NONE,10005
C&SHIPPING CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,23,2011,07,27,10123
PEQUOT GLOBAL MARKET NEUTRAL MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2009,08,05,10011
MANATUCK HILL MARINER OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,31,2011,07,27,10022
PEQUOT SHORT CREDIT MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2011,04,29,10011
PEQUOT NEW RIVER MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2011,02,03,10011
PEQUOT EMERGING MANAGERS OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2011,02,03,10011
PEQUOT AIS OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2010,12,07,10011
PEQUOT GLOBAL MARKET NEUTRAL OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2009,08,07,10011
PEQUOT TMT OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,31,2011,07,27,10011
PEQUOT TMT MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,31,2011,07,27,10011
PEQUOT SHORT CREDIT OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2011,04,29,10011
MANATUCK HILL MARINER OFFSHORE INSTITUTIONAL FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,01,31,2011,07,27,10022
PEQUOT NEW RIVER OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2011,02,04,10011
PEQUOT EVENT DRIVEN MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2010,10,27,10011
PEQUOT EVENT DRIVEN OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,01,31,2010,10,27,10011
ANCHORAGE SHORT CREDIT INTERMEDIATE FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,SURRENDER OF AUTHORITY,2007,01,31,2007,12,17,10012
MANATUCK HILL MARINER MASTER FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,02,02,NONE,NONE,NONE,10022
PEQUOT EMERGING MANAGERS MASTER FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,TERMINATION,2007,02,02,2010,12,07,10011
CARIBBEAN AIRLINES LIMITED,TRINIDAD AND TOBAGO,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,02,06,NONE,NONE,NONE,10036
M/S. SUPER FOCUS,PAKISTAN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,02,06,2011,07,27,10001
PEQUOT HEALTHCARE EMERGING MARKETS MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,02,08,2011,07,27,10011
PEQUOT HEALTHCARE EMERGING MARKETS FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,02,08,2011,07,27,10011
PEQUOT INTERNATIONAL FUND INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,02,16,2011,07,27,10011
PEQUOT HEALTHCARE OFFSHORE FUND INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,02,16,2011,07,27,10011
NORMED INTERNATIONAL B.V.,NETHERLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,02,16,NONE,NONE,NONE,10016
MANATUCK HILL NAVIGATOR OFFSHORE FUND INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,02,20,2011,07,27,10022
ALCON IMPORT & EXPORT LTD.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,02,28,2012,10,30,10029
QVT GLOBAL L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,02,28,NONE,NONE,NONE,10036
QVT INTERNATIONAL II LP,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,02,28,NONE,NONE,NONE,10036
QVT INTERNATIONAL LP,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,02,28,NONE,NONE,NONE,10036
QVT GLOBAL II L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,02,28,NONE,NONE,NONE,10036
CIP EUROPE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,01,NONE,NONE,NONE,10022
CIP EUROPE GP LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,03,06,2011,07,27,10022
QVT FUND LP,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,07,NONE,NONE,NONE,10036
UNION SQUARE PARTNERS GP L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,07,NONE,NONE,NONE,10003
LOVELLS LLP,UNITED KINGDOM,world,FOREIGN REGISTERED LIMITED LIABILITY PARTNERSHIP,INACTIVE,NOTICE OF WITHDRAWAL,2007,03,08,2011,02,11,10011
BLACKSTONE CAPITAL PARTNERS (CAYMAN) V L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,08,NONE,NONE,NONE,10154
BLACKSTONE CAPITAL PARTNERS (CAYMAN) V-B L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,08,NONE,NONE,NONE,10154
BCP (CAYMAN) V-S L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,08,NONE,NONE,NONE,10154
NORWEGIAN BULK TRANSPORT AS,NORWAY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,03,09,NONE,NONE,NONE,10016
BLACKSTONE CAPITAL PARTNERS (CAYMAN) V-A L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,09,NONE,NONE,NONE,10011
ALOTHON CRISTAL L.P.,CANADA,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,12,NONE,NONE,NONE,10011
ALOTHON CRISTAL MANAGEMENT L.P.,CANADA,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,12,NONE,NONE,NONE,10011
CARIBBEAN TOURISM DEVELOPMENT COMPANY LIMITED,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,03,15,NONE,NONE,NONE,10004
SAB OVERSEAS MASTER FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,16,NONE,NONE,NONE,10153
CO-INVESTMENT PARTNERS EUROPE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,03,20,NONE,NONE,NONE,10022
TRIAN SPV II LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,03,22,2011,03,11,10017
TRIAN SPV I LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,03,22,2011,03,11,10017
APG INTEGRA PARTICIPACOES E REPRESENTACOES INTERNACIONAIS LTDA,BRAZIL,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,03,27,NONE,NONE,NONE,10018
24 7 PARKING LIMITED,UNITED KINGDOM,world,FOREIGN LIMITED LIABILITY COMPANY,INACTIVE,SURRENDER OF AUTHORITY,2007,03,27,2009,07,01,10170
YOUNG SAMUEL CHAMBERS (YSC) LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,03,27,NONE,NONE,NONE,10017
PEQUOT NEW VISTA OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,03,30,2010,10,27,10011
SAS EQUANCE,FRANCE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,04,03,2011,07,27,10004
NEXUS INVESTMENT CORPORATION,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,04,04,2010,06,23,10001
PRAGYA,INDIA,world,FOREIGN NOT-FOR-PROFIT CORPORATION,ACTIVE,NONE,2007,04,04,NONE,NONE,NONE,10018
PEQUOT NEW VISTA MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,05,2010,10,27,10011
PEQUOT CORPORATE OPPORTUNITIES OFFSHORE FUND INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,05,2011,02,08,10011
PEQUOT CORE INVESTORS FUND INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,04,05,2011,07,27,10011
REAL ESTATE ORGANISATION BELGIUM,BELGIUM,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2007,04,05,NONE,NONE,NONE,10005
COLLAVINO CONSTRUCTION COMPANY LIMITED,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,04,06,NONE,NONE,NONE,10011
HOLNAN CORP.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,04,09,NONE,NONE,NONE,10005
PEQUOT PORTABLE ALPHA MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,09,2011,02,03,10011
TWO SIGMA STRATEGIES MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,04,11,NONE,NONE,NONE,10013
MARNAZU CORP.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,04,12,NONE,NONE,NONE,10005
PEQUOT GLOBAL EXTENSION OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,12,2011,02,16,10011
PEQUOT GLOBAL EXTENSION MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,12,2011,02,07,10011
ZOOM AIRLINES LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,04,16,2011,07,27,10011
BENNETT JONES SERVICES (US) INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,04,16,2011,04,25,10011
HANSOL CHEMICAL CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,04,17,NONE,NONE,NONE,10001
LINKLATERS LLP,UNITED KINGDOM,world,FOREIGN REGISTERED LIMITED LIABILITY PARTNERSHIP,ACTIVE,NONE,2007,04,18,NONE,NONE,NONE,10105
PEQUOT MARKET NEUTRAL FINANCIAL SERVICES MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,20,2011,02,04,10011
FOHV L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,04,20,NONE,NONE,NONE,10011
FUNDACION SOCIEDAD EN DESARROLLO PROVINCIA SANTO DOMINGO INC.,DOMINICAN REPUBLIC,world,FOREIGN NOT-FOR-PROFIT CORPORATION,ACTIVE,NONE,2007,04,20,NONE,NONE,NONE,11221
PEQUOT MARKET NEUTRAL FINANCIAL SERVICES OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,20,2011,02,16,10011
PEQUOT SELECT OFFSHORE FUND INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,23,2011,02,11,10011
TIARA ENTERPRISES S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,04,23,NONE,NONE,NONE,10169
SWEDISH IMPORTANT BUILDINGS AB,SWEDEN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,04,25,2009,09,10,10022
FIRSTMARK III OFFSHORE FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,04,25,NONE,NONE,NONE,10011
PEQUOT DIVERSIFIED OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,04,25,2011,07,27,10011
MORGAN STANLEY OFFSHORE INFRASTRUCTURE PARTNERS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,04,25,NONE,NONE,NONE,10036
FOHVF L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,04,26,NONE,NONE,NONE,10011
PEQUOT OFFSHORE SPECIAL OPPORTUNITIES FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,INACTIVE,TERMINATION,2007,04,26,2011,02,10,10011
PEQUOT DIVERSIFIED MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,04,26,2011,07,27,10011
PEQUOT SPECIAL OPPORTUNITIES PARTNERS (CAYMAN) LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,04,26,2011,03,28,10011
PEQUOT DIVERSIFIED OFFSHORE PORTFOLIO LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,04,26,2011,07,27,10011
FIRSTMARK III OFFSHORE PARTNERS L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,04,26,NONE,NONE,NONE,10011
GS CAPITAL PARTNERS II OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,04,30,NONE,NONE,NONE,10004
GS CAPITAL PARTNERS VI OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,04,30,NONE,NONE,NONE,10004
GS CAPITAL PARTNERS VI EMPLOYEE MASTER FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,04,30,NONE,NONE,NONE,10004
NEW HOLLAND ABSOLUTE RETURN FUND I LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,04,30,NONE,NONE,NONE,10011
GALLERY LM INC.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,04,30,2012,04,25,10165
GS CAPITAL PARTNERS III OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,03,NONE,NONE,NONE,10004
GS CAPITAL PARTNERS V PCP JAPAN FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,03,NONE,NONE,NONE,10004
GS CAPITAL PARTNERS VI PMD JAPAN ESC FUND OFFSHORE L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,03,NONE,NONE,NONE,10004
GSCP V AIV L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,04,NONE,NONE,NONE,10004
GS INTERNATIONAL INFRASTRUCTURE PARTNERS I EMPLOYEE FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,04,NONE,NONE,NONE,10004
VONTOBEL SECURITIES LTD.,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,05,04,NONE,NONE,NONE,10036
INTERNATIONAL DISCOVERY FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,07,NONE,NONE,NONE,10004
MITON VERTRIEBSGESELLSCHAFT MBH,GERMANY,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2007,05,07,NONE,NONE,NONE,10006
PEQUOT COSMOS OFFSHORE FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,05,07,2011,07,27,10011
PEQUOT COSMOS MASTER FUND LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,05,07,2011,07,27,10011
PETRO-DIAMOND RISK MANAGEMENT LTD.,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2007,05,10,2007,10,29,10017
OLIVIA WINGATE ARTISTS LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,05,15,NONE,NONE,NONE,10003
FIRSTLIGHT FUNDING I LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,05,15,2011,07,27,10011
GS EMPLOYEE FUND 2000 OFFSHORE (CORPORATE) L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,16,NONE,NONE,NONE,10004
GUINAZU HNOS CORP.,PANAMA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,05,17,NONE,NONE,NONE,10005
OFFSHORE INFRASTRUCTURE GP LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,05,17,NONE,NONE,NONE,10036
MORGAN STANLEY OFFSHORE INFRASTRUCTURE PARTNERS A L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,17,NONE,NONE,NONE,10036
HANWHA LIFE INSURANCE CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,05,25,NONE,NONE,NONE,10022
PEQUOT OFFSHORE PRIVATE EQUITY FUND INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,TERMINATION,2007,05,29,2010,10,20,10011
GOLDMAN SACHS CAPITAL PARTNERS V-II FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,05,29,NONE,NONE,NONE,10004
NATIONAL PUBLIC RELATIONS INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,05,31,NONE,NONE,NONE,10003
CAYMAN AIRWAYS LIMITED,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2007,05,31,NONE,NONE,NONE,11430
HEINRICH & MORTINGER GMBH,AUSTRIA,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2007,06,04,NONE,NONE,NONE,10028
PRIVATSEA LTD,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,06,05,2011,07,27,10019
PEQUOT INSTITUTIONAL FUND INC.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2007,06,07,2011,07,27,10011
WHITEHALL STREET INTERNATIONAL PCP FUND 2005 L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,08,NONE,NONE,NONE,10004
GS PIA 2000 EMPLOYEE OFFSHORE FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,08,NONE,NONE,NONE,10004
GS CAPITAL PARTNERS V OFFSHORE FUND L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2007,06,11,NONE,NONE,NONE,10004
