name,jurisdiction,jurisdictionType,entityType,status,birthyear,zipcode
FRESH & FRESH JAPAN INC.,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,1998,94108
JIANG YANGTZE RIVER PHARMACY GROUP,CHINA,world,Statement & Designation By Foreign Corporation,Forfeited,1998,94121
HASTON INVESTMENT LTD.,LIBERIA,world,Statement & Designation By Foreign Corporation,Forfeited,1998,94121
APLIX CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1998,94103
LEUNG & LEUNG SYSTEMS INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS TIMOTHY LEUNG & ASSOCIATES,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1998,94107
POWERCOMP SOFTWARE INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,1998,94107
NESTEX MARKETING INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1999,94121
LANDRIDGE MORTON INTERNATIONAL CO. LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,1999,94111
GROWTH PHASE EUROPE LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,1999,94114
PT. DUTA TEKNIK INDONESIA,INDONESIA,world,Statement & Designation By Foreign Corporation,Surrendered,1999,94109
"PATELCO INVESTMENTS (B.V.I.) LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS PRITESH ENTERPRISES, INC.",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1999,94102
"TAIHEIYO CLUB, INC.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1999,94111
JASON FISCHL CONSULTING INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,1999,94103
I-NCUBATE LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS I-NCUBATE DIGITAL VENTURES,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,1999,94122
"IMAGINEASIA, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,1999,94109
"TAKANASHI MILK PRODUCTS, LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,1999,94104
"OTTMANN PROPERTIES LTD., WHICH WILL DO BUSINESS IN CALIFORNIA AS OTTMANN PROPERTIES BC LTD.",CANADA,world,Statement & Designation By Foreign Corporation,Active,1999,94104
AUSTRALIA CHINA INDUSTRY & COMMERCE EXHIBITION PTY. LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,2000,94122
"WORLD FOODS CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2000,94109
DISSOLUTION CORPORATION LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,2000,94105
GRACIAS INVESTMENTS LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2000,94118
EPT EUROPEAN PROPERTY TRUST REG.,LIECHTENSTEIN,world,Statement & Designation By Foreign Corporation,Forfeited,2000,94123
ETRI,"KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,2000,94104
545254 B.C. LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2000,94117
"ALPHA CO., LTD. WHICH WILL DO BUSINESS IN CALIFORNIA AS ALPHA USA",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2000,94121
TDP INTERNATIONAL LIMITED,IRELAND,world,Statement & Designation By Foreign Corporation,Surrendered,2000,94104
"ASKFORFREE.COM, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2000,94103
MILLENIUM TECHNOSYSTEMS LIMITED,INDIA,world,Statement & Designation By Foreign Corporation,Forfeited,2000,94105
TRADEKU K.K.,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,2000,94115
3269965 CANADA INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2001,94111
LANTANA LIMITED WHICH WILL DO BUSINESS IN CALIFORNIA AS HK LANTANA LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94116
VIRTUALMAGIC ASIA INC.,TURKS AND CAICOS ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94109
HAO RAN FOUNDATION,TAIWAN,world,Statement & Designation By Foreign Corporation,Active,1999,94133
RAINBOW GRAPHIC & PRINTING COMPANY LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94109
"XCHANNEL CO., LTD.",CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94131
COVENTIVE HOLDINGS (CHINA) LTD.,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94131
GANSU MEDICINES & HEALTH PRODUCTS IMPORT & EXPORT CORPORATION,CHINA,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94104
"DONGWHA ENTERPRISE CO., LTD.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,2001,94115
"INTERTEC AMERICA, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94105
"JIUH SHIN CO., LTD",TAIWAN,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94118
JAMES ESTATE (SALES) PTY. LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94105
JAMAICA EDITIONS LIMITED,JAMAICA,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94132
"NEON NOODLE PRODUCTIONS, INC.",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94109
"KST WORLD CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,2001,94105
KABUSHIKI KAISYA IMPRESS,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2001,94104
JESUS MIRACLE CRUSADE INTL. MINISTRY UNDER EVANGELIST WILDE E. ALMEDA INC.,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Active,2002,94134
MASANA AKTIENGESELLSCHAFT,LIECHTENSTEIN,world,Statement & Designation By Foreign Corporation,Forfeited,2002,94104
LOGWARE INFORMATIONSSYSTEME GMBH,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,2002,94111
TOP MISSION LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2002,94110
SEA K CALIFORNIA FISH LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2002,94105
CHARMTEX INVESTMENTS LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2002,94122
"EIGER NET, INC.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,2002,94132
CHEN'S WORLD N.V. LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2002,94115
ARCOMET VERHUUR NV,BELGIUM,world,Statement & Designation By Foreign Corporation,Forfeited,2003,94104
TED ZITTELL & ASSOCIATES INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2002,94112
EPICENTER TECHNOLOGIES PVT. LTD.,INDIA,world,Statement & Designation By Foreign Corporation,Forfeited,2002,94105
"WATAHAN NOHARA SOGYO CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2003,94122
AD MAIORA SPA,ITALY,world,Statement & Designation By Foreign Corporation,Forfeited,2003,94104
"TRANSATLANTIC SPV-I, LTD",CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2003,94111
MATSUBO CORPORATION,JAPAN,world,Statement & Designation By Foreign Corporation,Forfeited,2003,94102
KATABATIC POWER CORP.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2003,94110
GLOBAL ECONOMIC PLATFORM PTE. LTD.,SINGAPORE,world,Statement & Designation By Foreign Corporation,Forfeited,2003,94111
STRAND LIFE SCIENCES PRIVATE LIMITED,INDIA,world,Statement & Designation By Foreign Corporation,Active,2003,94110
INTERNATIONAL ASSET SYSTEMS LIMITED,BERMUDA,world,Statement & Designation By Foreign Corporation,Active,2003,94111
"BANCA DI ROMA, SOCIETA' PER AZIONI",ITALY,world,Statement & Designation By Foreign Corporation,Surrendered,2002,94105
"VINCENT CONSTRUCTION GROUP, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,2004,94115
"DANNIES LAND AND FINANCE COMPANY, LIMITED",HONG KONG,world,Statement & Designation By Foreign Corporation,Active,2004,94114
AVALON TABLE COMPANY INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2004,94110
GREYTRIX INDIA PRIVATE LIMITED,INDIA,world,Statement & Designation By Foreign Corporation,Forfeited,2003,94111
"TRANSATLANTIC SPV-II, LTD",CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2003,94111
REAL STAR TECHNOLOGY DEVELOPMENT LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,2004,94111
"KYOSHIN TECHNOSONIC CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2004,94105
YIELDWISE.COM CANADA INC,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2004,94105
ALJALAL AMALCO (U.K) LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Active,2004,94123
"IWASE COSFA CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Active,2004,94105
BAYERISCHE GESELLSCHAFT FUER INTERNATIONALE WIRTSCHAFTSBEZIEHUNGEN MBH - BAYERN INTERNATIONAL,GERMANY,world,Statement & Designation By Foreign Corporation,Surrendered,2004,94111
WESTLANDS INTERNATIONAL HOLDINGS LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2004,94104
"ANTARA SYSTEMS, LTD.",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2004,94111
JENNMAUR ASSOCIATES LTD,ANGUILLA,world,Statement & Designation By Foreign Corporation,Surrendered,2004,94118
"GO TO RUSSIA TRAVEL, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2003,94123
CALCRIM S.A.,PANAMA,world,Statement & Designation By Foreign Corporation,Forfeited,2005,94111
"PREWITT PROPERTIES TRUST, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Forfeited,2005,94109
"FACET DECISION SYSTEMS, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2005,94117
INTEGRAL ORTHOPEDICS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2005,94111
BEIJING SHINETECH SOFTWARE INC.,CHINA,world,Statement & Designation By Foreign Corporation,Forfeited,2005,94109
G.I.M.V.- INVESTERINGSMAATSCHAPPIJ VOOR VLAANDEREN - SOCIETE D'INVESTISSEMENT DES FLANDRES - INVESTMENT COMPANY FOR FLANDERS,BELGIUM,world,Statement & Designation By Foreign Corporation,Surrendered,2005,94108
COHERENT SOFTWARE CORP,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2005,94105
THE AUSTRALIAN INDUSTRY GROUP,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,2005,94118
G.L. CONSULTING SERVICES INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2006,94109
EIGHT INFINITY VENTURES LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Forfeited,2006,94105
SUCCESSFUL STUDIO STRATEGIES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2006,94117
FESSEL PROPERTY COMPANY LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Active,2006,94123
RQUINTON & ASSOCIATES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2006,94133
ACCUREMARK INVESTMENTS LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2006,94107
DIGITAL BRIDGES LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,2007,94111
ELIZABETH CHARLES PTY LTD,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Active,2007,94115
DOUBLETWIST CORPORATION,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2007,94105
CRESTROCK HOLDINGS LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2007,94111
STAR PROSPECT INTERNATIONAL LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2007,94104
"WOW MANAGEMENT, LTD.",CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2007,94105
FINE WERKS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2007,94109
"GLOBAL MOBILE TECHNOLOGIES PTE, LTD.",SINGAPORE,world,Statement & Designation By Foreign Corporation,Forfeited,2007,94109
"LUPICIA CO., LTD. DBA JAPAN LUPICIA",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2007,94133
"CONVERGED NETWORK SOLUTIONS, INC.",GEORGIA,world,Statement & Designation By Foreign Corporation,Active,2006,94122
"SECURE2U, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2007,94111
SHOPSTER E-COMMERCE INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2007,94111
NETSHELTER INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2007,94107
BGS CAPITAL LTD,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2007,94109
"CALANTAS YOUNG DREAMERS FOUNDATION, INC.",PHILIPPINES,world,Statement & Designation By Foreign Corporation,Surrendered,2008,94112
1253974 ALBERTA LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2008,94102
"YOUNG FINANCIAL MANAGEMENT, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Active,2008,94105
"SGI JAPAN, LTD. DOING BUSINESS IN CALIFORNIA AS NIHON SGI, LTD",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2008,94111
HMR GROUP PTY LTD.,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Forfeited,2008,94111
MI INC. WHICH WILL DO BUSINESS IN CALIFORNIA AS MI US INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2008,94108
"KOLON FASHION MATERIAL, INC.","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Active,2008,94102
COLLISSE GROUP LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2008,94107
GUANGDONG JIEDA POWER CONSTRUCTION LIMITED COMPANY,CHINA,world,Statement & Designation By Foreign Corporation,Surrendered,2008,94108
INTERNATIONAL COUNCIL OF OPHTHALMOLOGY,SWITZERLAND,world,Statement & Designation By Foreign Corporation,Active,2008,94133
METAFORM SYSTEMS LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,2008,94115
ELKIEM INVESTMENTS USA PTY LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Active,2008,94111
TIBET LHASA BREWING COMPANY LTD.,CHINA,world,Statement & Designation By Foreign Corporation,Forfeited,2008,94131
TEXTIS INC.,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2009,94116
POPS WORLDWIDE,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2009,94134
PRIME CSC HOLDINGS PTY LTD,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Active,2009,94105
GC RESEARCH LTD.,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Forfeited,2009,94111
INFRASTRUCTURE NDE INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2009,94104
"HAKKAISAN BREWERY CO., LTD.",JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2009,94104
EMPRESA MARITIMA AMERICANA LTD.,BELIZE,world,Statement & Designation By Foreign Corporation,Surrendered,2009,94117
PANKAKU INC.,JAPAN,world,Statement & Designation By Foreign Corporation,Active,2009,94115
"INTERPARK CO., LTD. WHICH WILL BE DOING BUSINESS IN CALIFORNIA AS ''INTERPARK GLOBAL CORPORATION''","KOREA,SOUTH",world,Statement & Designation By Foreign Corporation,Surrendered,2009,94105
VDR INVESTMENTS LIMITED,CANADA,world,Statement & Designation By Foreign Corporation,Active,2010,94104
KABUSHIKI KAISHA CAMELOT,JAPAN,world,Statement & Designation By Foreign Corporation,Surrendered,2010,94111
MARCELO MARINE CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Forfeited,2010,94117
CYCLECHIC LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Forfeited,2010,94124
NEW ASIA HOTEL LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Active,2007,94134
GBP BUILDING PRODUCTS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2010,94105
"SIERRA ASIA PARTNERS, LTD.",CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Surrendered,2007,94111
"BLU BATHWORKS, INC.",CANADA,world,Statement & Designation By Foreign Corporation,Active,2010,94107
ESSA TECHNOLOGIES LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2010,94104
CREATIVE B'STRO INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2010,94102
BEHEKO INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2010,94114
NATIONAL UNIVERSITY CORPORATION KAGOSHIMA UNIVERSITY,JAPAN,world,Statement & Designation By Foreign Corporation,Active,2011,94104
SOLON INVERSIONES S.L.,SPAIN,world,Statement & Designation By Foreign Corporation,Active,2011,94131
TANGAM GAMING INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2011,94117
"NDRIVE, NAVIGATION SYSTEMS S.A.",PORTUGAL,world,Statement & Designation By Foreign Corporation,Forfeited,2011,94104
ICODE STUDIOS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Forfeited,2009,94103
ASPREY LONDON LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Surrendered,2011,94117
AE & E'S DEVELOPMENT CORPORATION,PHILIPPINES,world,Statement & Designation By Foreign Corporation,Active,2012,94111
FORWARD COMMODITY LONG/SHORT STRATEGY (CAYMAN) FUND LTD.,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2012,94111
FORWARD MANAGED FUTURES STRATEGY (CAYMAN) FUND LTD.,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2012,94111
KINGSLEY GRAND LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2012,94111
WORLDWIDE POLYCHEM (HK) LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Active,2012,94104
SYRMA TECHNOLOGY PRIVATE LIMITED,INDIA,world,Statement & Designation By Foreign Corporation,Active,2010,94102
LUCAS MEYER COSMETICS CANADA INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2010,94104
MURGITROYD & COMPANY LIMITED,UNITED KINGDOM,world,Statement & Designation By Foreign Corporation,Active,2012,94123
MINED ANALYTICS LTD,ISRAEL,world,Statement & Designation By Foreign Corporation,Active,2013,94105
CEZANNE INVESTMENT PRODUCT MANAGEMENT PTY LTD,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Surrendered,2013,94109
MOVIDA FINANCE INC.,MARSHALL ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,94117
2177136 ONTARIO INC.,CANADA,world,Statement & Designation By Foreign Corporation,Surrendered,2012,94103
QUANTIS CANADA INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2013,94110
1451215 ALBERTA LTD.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2013,94117
"COLCHIS P2P INCOME FUND, LTD.",CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,94111
TUTTI INSIEME CORP.,PANAMA,world,Statement & Designation By Foreign Corporation,Active,2012,94117
GREAT WEST VAN CONVERSIONS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2013,94117
PINNACLE AS,NORWAY,world,Statement & Designation By Foreign Corporation,Active,2013,94118
EXECUTION LABS INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2013,94110
KEYWELL INTERNATIONAL HOLDINGS LIMITED,BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,94111
BENEFITS ON MADISON INC.,CANADA,world,Statement & Designation By Foreign Corporation,Active,2013,94117
"CONSTELLATION ENTERPRISE,LTD.",BRITISH VIRGIN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,94122
LASTER,FRANCE,world,Statement & Designation By Foreign Corporation,Active,2013,94105
SYMPHONY SENIOR LOAN MASTER FUND LTD.,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,94104
SYMPHONY LONG-SHORT CREDIT MASTER FUND LTD.,CAYMAN ISLANDS,world,Statement & Designation By Foreign Corporation,Active,2013,94104
UCREATE3D LIMITED,HONG KONG,world,Statement & Designation By Foreign Corporation,Active,2013,94110
VIVIT PTY LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Active,2013,94105
SOCIAL MEDIA EDUCATION GROUP PTY LIMITED,AUSTRALIA,world,Statement & Designation By Foreign Corporation,Active,2013,94117
